sale_date_previous,sale_date_projected,sale_time,file_number,property_address,place_of_sale,loan_date,trustor,county,original_loan_amount,file_status,opening_bid_amount,max_bid_amount,sale_notation
,10/02/2025,09:00 AM,083609-CA,"1940 7TH STREET, LA VERNE CA, 91750","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 08/21/2025 to 10/02/2025
,10/02/2025,12:00 PM,109842-CA,"1444-1146-1450 9 Ave, Oakland CA, 94606","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,From 08/28/2025 to 10/02/2025
,10/02/2025,09:00 AM,126045-CA,"43170 Wall St Unit E, Hemet CA, 92544","At the bottom of the stairway to the building located at 849 W. Sixth Street, Corona, CA 92882",,,,,,,,From 08/14/2025 to 10/02/2025
,10/02/2025,09:00 AM,105778-CA,"3745 Prairie Ln, Palmdale CA, 93550","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/02/2025,09:00 AM,106643-CA,"2420 Hercules Dr, Los Angeles CA, 90046","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/01/2025,11:00 AM,135536-CA,"8544 Noble Ave, Los Angeles CA, 91343","At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766",,,,,,,,
,10/01/2025,01:00 PM,135789-CA,"25927 Pueblo Ct, Menifee CA, 92584","In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882",,,,,,,,
,10/01/2025,10:30 AM,136122-CA,"8401 Cozycroft Avenue, Winnetka CA, 91306","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,10/01/2025,01:00 PM,137944-CA,"4849 LOOKOUT RD, SANTA BARBARA CA, 93105","AT THE NORTH DOOR OF THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 1100 ANACAPA ST., SANTA BARBARA, CA 93101",,,,,,,,
,10/01/2025,09:00 AM,123408-CA,"37427 Indus Place, Murrieta CA, 92563","AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880",,,,,,,,From 08/20/2025 to 10/01/2025
,10/01/2025,01:00 PM,121186-CA,"1050 East Ramon Road, Palm Springs CA, 92264","AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880",,,,,,,,From 08/20/2025 to 10/01/2025
,10/01/2025,01:00 PM,130482-CA,"15690 Raptor Rd, Moreno Valley CA, 92551","In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882",,,,,,,,From 08/20/2025 to 10/01/2025
,10/01/2025,09:30 AM,129291-CA,"749 San Lucas Avenue, Stockton CA, 95210","AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202",,,,,,,,From 08/13/2025 to 10/01/2025
,10/01/2025,10:00 AM,132670-CA,"400 Owls Clover Rd, Caliente CA, 93518","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,From 07/02/2025 to 10/01/2025
,10/01/2025,10:30 AM,131163-CA,"20462 Roslin Ave, Torrance CA, 90503","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/27/2025 to 10/01/2025
,10/01/2025,01:00 PM,134889-CA,"10365 Bryan St, Riverside CA, 92505","In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882",,,,,,,,From 08/20/2025 to 10/01/2025
,10/01/2025,02:00 PM,118855-CA,"631 Mariposa Ave, Gerber CA, 96035","At the main entrance to the Historic Tehama County Courthouse at 633 Washington Street, Red Bluff, CA 96080",,,,,,,,
,09/30/2025,01:00 PM,136007-CA,"7543 West Liberty Parkway, Fontana CA, 92336","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,
,10/01/2025,10:30 AM,125893-CA,"2414 E 115Th Pl, Los Angeles CA, 90059","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,10/01/2025,10:00 AM,135054-CA,"895 Solano Avenue, Sonoma CA, 95476","IN THE PLAZA AT FREMONT PARK LOCATED AT 860 FIFTH STREET, SANTA ROSA, CA 95404",,,,,,,,
,10/01/2025,09:00 AM,135245-CA,"2134 Filbert Street, San Francisco CA, 94123","San Francisco City Hall - Outside the Memorial Court between 301 and 401 Van Ness Avenue, San Francisco, CA 94102",,,,,,,,
,10/01/2025,01:00 PM,135465-CA,"3640 Grandview Ave, Riverside&Jurupa Valley CA, 92509","In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882",,,,,,,,
,09/30/2025,10:30 AM,125105-CA,"4817 W AVE L 6, LANCASTER CA, 93536","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/26/2025 to 09/30/2025
,09/30/2025,09:00 AM,129516-CA,"5330 Alvoca Way, Sacramento CA, 95835","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 08/19/2025 to 09/30/2025
,09/30/2025,09:00 AM,132725-CA,"7149 Chesline Dr, Citrus Heights CA, 95621","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 08/19/2025 to 09/30/2025
,09/30/2025,09:00 AM,133675-CA,"15000 Sage St, Hesperia CA, 92345","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 07/22/2025 to 09/30/2025
,09/30/2025,10:30 AM,126686-CA,"508N California St, Burbank CA, 91505","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/12/2025 to 09/30/2025
,09/30/2025,01:30 PM,134402-CA,"5793 Muldrow Road, Sacramento CA, 95841","At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814",,,,,,,,From 08/26/2025 to 09/30/2025
,09/30/2025,01:30 PM,125873-CA,"15336 Rd 29, Madera CA, 93638","AT THE MAIN ENTRANCE TO THE COUNTY GOVERNMENT CENTER, 209 WEST YOSEMITE, MADERA, CA 93637",,,,,,,,From 09/16/2025 to 09/30/2025
,09/30/2025,09:00 AM,130247-CA,"806 Atherton Blvd, Brentwood CA, 94513","At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523",,,,,,,,
,09/30/2025,10:30 AM,134158-CA,"3611 Wade Street, Los Angeles CA, 90066","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,09/30/2025,10:30 AM,134693-CA,"17420 Hamlin St, Van Nuys CA, 91406","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,09/30/2025,10:30 AM,135661-CA,"12042 S Broadway, Los Angeles CA, 90061","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,09/30/2025,10:00 AM,133967-CA,"170 Dunbarton Rd, Aromas CA, 95004","OUTSIDE THE MAIN ENTRANCE OF THE MONTEREY COUNTY ADMINISTRATION BUILDING LOCATED AT 168 WEST ALISAL STREET, SALINAS, CA 93901",,,,,,,,
,09/30/2025,10:30 AM,078710-CA,"44613 31ST ST W, LANCASTER CA, 93536","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/26/2025 to 09/30/2025
,09/29/2025,09:30 AM,127149-CA,"8364 Bennington Ct, Vallejo CA, 94591","OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590",,,,,,,,From 08/25/2025 to 09/29/2025
,09/29/2025,09:00 AM,129659-CA,"1913 W Valencia Dr, Fullerton CA, 92833","Auction.com Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868",,,,,,,,From 08/29/2025 to 09/29/2025
,09/29/2025,09:00 AM,130803-CA,"25472 Nellie Gail Rd, Laguna Hills CA, 92653","Auction.com Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868",,,,,,,,From 08/18/2025 to 09/29/2025
,09/29/2025,10:30 AM,130545-CA,"1137 Brewley Lane, Vista CA, 92081","AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,From 08/11/2025 to 09/29/2025
,09/29/2025,11:00 AM,116190-CA,"3560 Fairmeade Rd, Pasadena CA, 91107","At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766",,,,,,,,From 08/25/2025 to 09/29/2025
,09/29/2025,09:00 AM,132830-CA,"10 Poppy Hills Rd, Laguna Niguel CA, 92677","Auction.com Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868",,,,,,,,From 08/04/2025 to 09/29/2025
,09/29/2025,09:00 AM,131930-CA,"21205 Serra Vis, Lake Forest CA, 92630","Auction.com Room, Hotel Fera Anaheim, a DoubleTree by Hilton – 100 The City Drive, Orange, CA 92868",,,,,,,,
,09/29/2025,09:30 AM,132247-CA,"906 Taft St, Fairfield CA, 94533","OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590",,,,,,,,
,09/29/2025,10:30 AM,134711-CA,"3068 Willow Hts Rd, Fallbrook CA, 92028","AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,
,09/25/2025,01:30 PM,132858-CA,"4409 Bishop Way, Sacramento CA, 95842","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,From 08/21/2025 to 09/25/2025
,09/25/2025,12:00 PM,133989-CA,"9308 F Street, Oakland CA, 94603","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,From 09/11/2025 to 09/25/2025
,09/25/2025,01:30 PM,134433-CA,"166 Bonview Street, San Francisco CA, 94110","Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102",,,,,,,,
,09/25/2025,12:00 PM,134959-CA,"4894 Geranium Pl, Oakland CA, 94619","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,
,09/24/2025,09:00 AM,123278-CA,"68700 DINAH SHORE DR, CATHEDRAL CITY CA, 92234","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 05/28/2025 to 09/24/2025
,09/24/2025,09:00 AM,123279-CA,"66999 VISTA CHINO, CATHEDRAL CITY CA, 92234","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 07/23/2025 to 09/24/2025
,09/24/2025,09:00 AM,096723-CA,"5307 Via Bajamar, Hemet CA, 92545","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 08/20/2025 to 09/24/2025
,09/24/2025,10:00 AM,082467-CA,"11112 GRAND PRAIRIE DR, BAKERSFIELD CA, 93311","On the front steps of the City Hall South building at 1501 Truxtun Ave, Bakersfield, CA 93301",,,,,,,,From 08/20/2025 to 09/24/2025
,09/24/2025,09:00 AM,131522-CA,"24771 Rosebrugh Ln, Hemet CA, 92544","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 08/06/2025 to 09/24/2025
,09/24/2025,10:30 AM,133227-CA,"1609 N Pearl Avenue, Compton CA, 90221","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 07/23/2025 to 09/24/2025
,09/24/2025,03:30 PM,133185-CA,"4646 Pentz Rd, Paradise CA, 95969","Outside the Main Entrance to the Butte County Courthouse located at 1 Court Street, Oroville, CA 95965",,,,,,,,From 07/23/2025 to 09/24/2025
,09/24/2025,10:30 AM,130025-CA,"2256 1/2 W 26Th Pl, Los Angeles CA, 90018","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,09/24/2025,03:00 PM,135721-CA,"2198 Canal Farm Lane, Los Banos CA, 93635","AT THE WEST 21ST STREET ENTRANCE TO THE MERCED COUNTY COURTS BUILDING, 627 21ST STREET, MERCED, CA 95340",,,,,,,,
,09/24/2025,10:00 AM,134203-CA,"3383 Andrew Ave, Rosamond CA, 93560","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,09/24/2025,10:00 AM,136011-CA,"5276 Rooster Dr, San Jose CA, 95136","AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113",,,,,,,,
,09/24/2025,09:00 AM,127338-CA,"233 Drake Ave, Beaumont CA, 92223","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,
,09/24/2025,09:00 AM,132773-CA,"44316 OLIVE AVE, HEMET CA, 92544","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,
,09/23/2025,10:30 AM,104493-CA,"1522 N MERCURY DR, LOS ANGELES CA, 90042","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 07/22/2025 to 09/23/2025
,09/23/2025,10:30 AM,109599-CA,"20600 E Via Verde Street, Covina CA, 91724","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 07/22/2025 to 09/23/2025
,09/23/2025,10:30 AM,132093-CA,"8601 International Avenue #166, Canoga Park CA, 91304","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/05/2025 to 09/23/2025
,09/23/2025,10:30 AM,127690-CA,"10719 Clancey Ave, Downey CA, 90241","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/19/2025 to 09/23/2025
,09/23/2025,01:00 PM,134376-CA,"17919 Juniper St, Adelanto CA, 92301","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,
,09/23/2025,01:00 PM,130127-CA,"1509 Magnolia Avenue, San Bernardino CA, 92411","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,
,09/22/2025,10:00 AM,131177-CA,"2032 Nelson Rd, Mckinleyville CA, 95519","IN THE FRONT ENTRANCE OF THE HUMBOLDT COUNTY COURTHOUSE, 825 5TH STREET, EUREKA, CA 95501",,,,,,,,
,09/23/2025,10:00 AM,134009-CA,"682 Taylor St, Monterey CA, 93940","MAIN ENTRANCE, MONTEREY COUNTY ADMINISTRATION BUILDING, 168 W. ALISAL STREET, SALINAS, CA 93901",,,,,,,,
,09/22/2025,10:00 AM,130783-CA,"21850 101St St, California City CA, 93505","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,09/23/2025,10:30 AM,131991-CA,"5248 N Enid Ave, Azusa CA, 91702","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,09/22/2025,10:30 AM,135229-CA,"2747 Via Del Robles, Fallbrook CA, 92028","AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,
,09/23/2025,01:00 PM,131959-CA,"3392 Grey Ave, Clearlake CA, 95422","AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 255 NORTH FORBES ST., LAKEPORT, CA 95453",,,,,,,,
,09/19/2025,09:00 AM,134086-CA,"24385 Sargeant Rd, Ramona CA, 92065","ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,593068.00,,From 08/08/2025 to 09/19/2025
,09/19/2025,10:30 AM,115473-CA,"1028 W Lansing Wy, Fresno CA, 93705","AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724",,,,,,191503.65,,
,09/22/2025,10:00 AM,129180-CA,"5205 Brockton Ct, Bakersfield CA, 93309","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,01/06/2026,09:00 AM,130364-CA,"121 Dove Ct, Hercules CA, 94547","At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523",,,,,,,,From 11/25/2025 to 01/06/2026
,12/17/2025,09:00 AM,131521-CA,"1734 Las Colinas Road, Beaumont CA, 92223","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 09/17/2025 to 12/17/2025
,12/17/2025,10:30 AM,134696-CA,"9410 Downey Avenue, Downey CA, 90240","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 10/29/2025 to 12/17/2025
,12/15/2025,10:30 AM,134906-CA,"1335 Sunny Heights Rd, Fallbrook CA, 92028","AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,From 09/15/2025 to 12/15/2025
,12/12/2025,09:00 AM,126109-CA,"4504 Home Ave, San Diego CA, 92105","ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,From 09/19/2025 to 12/12/2025
,12/10/2025,10:30 AM,127295-CA,"51 Rainbow Ridge Road, Pomona CA, 91766","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 10/15/2025 to 12/10/2025
,12/11/2025,09:00 AM,107398-CA,"5277 Flagg Lane, Livermore CA, 94550","at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612",,,,,,,,From 10/16/2025 to 12/11/2025
,12/10/2025,01:00 PM,125342-CA,"68270 Miller Ln, Cathedral City CA, 92234","In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882",,,,,,,,From 09/17/2025 to 12/10/2025
,12/10/2025,09:00 AM,130460-CA,"72950 Shadow Mountain Drive, Palm Desert CA, 92260","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 09/10/2025 to 12/10/2025
,12/11/2025,12:00 PM,131306-CA,"South Greenville Rd, Livermore CA, 94550","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,From 09/04/2025 to 12/11/2025
,12/11/2025,09:00 AM,073248-CA,"15508 DITTMAR DR, WHITTIER CA, 90603","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 09/18/2025 to 12/11/2025
,12/10/2025,10:30 AM,128366-CA,"3118 Walnut St, Huntington Park CA, 90255","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/10/2025 to 12/10/2025
,12/10/2025,01:30 PM,128948-CA,"745 36Th Street, Richmond CA, 94805","AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565",,,,,,,,From 09/10/2025 to 12/10/2025
,12/10/2025,01:00 PM,135009-CA,"1535 San Andres St, Santa Barbara CA, 93101","AT THE NORTH DOOR OF THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 1100 ANACAPA ST., SANTA BARBARA, CA 93101",,,,,,,,From 10/08/2025 to 12/10/2025
,12/10/2025,01:00 PM,129189-CA,"54440 Valley View Drive, Idyllwild CA, 92549","In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882",,,,,,,,
,12/09/2025,09:00 AM,133553-CA,"8948 Sonoma Valley Way, Sacramento CA, 95829","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 09/30/2025 to 12/09/2025
,12/04/2025,12:00 PM,136191-CA,"7380 Dumosa Ave, Yucca Valley CA, 92284","At the North Arrowhead Avenue entrance to the County Courthouse, 351 North Arrowhead Avenue, San Bernardino, CA 92401",,,,,,,,From 10/23/2025 to 12/04/2025
,11/25/2025,09:00 AM,131796-CA,"15185 Lake St, Adelanto CA, 92301","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 09/16/2025 to 11/25/2025
,12/02/2025,01:00 PM,133202-CA,"11834 Ballina St, Victorville CA, 92392","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,From 10/14/2025 to 12/02/2025
,11/25/2025,09:00 AM,132712-CA,"6114 10Th St, Rio Linda CA, 95673","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,
,11/25/2025,11:00 AM,116606-CA,"103 Curless Lane, Redcrest CA, 95569","AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501",,,,,,,,From 08/26/2025 to 11/25/2025
,11/21/2025,10:30 AM,131454-CA,"1546 N Arthur Ave, Fresno CA, 93728","AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724",,,,,,,,From 08/22/2025 to 11/21/2025
,11/25/2025,10:30 AM,069836-CA,"1430 E 60TH ST , LOS ANGELES CA, 90001","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/23/2025 to 11/25/2025
